gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
Red,,"Red Line","Rapid Transit","Red Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",68185.919941833,75885.369757427,
Orange,,"Orange Line","Rapid Transit","Orange Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",30616.505108411,36497.605347509,
Green-B,B,"Green Line B","Rapid Transit","Green Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",13256.817799337,18331.151512644,
Green-C,C,"Green Line C","Rapid Transit","Green Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",22629.016144311,30568.947898114,
Green-D,D,"Green Line D","Rapid Transit","Green Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",21288.656334372,26743.399865117,
Green-E,E,"Green Line E","Rapid Transit","Green Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",26534.977710897,32381.855001984,
Blue,,"Blue Line","Rapid Transit","Blue Line",Rail,2018-07-01,OFF_PEAK,"Passenger Wait Time",30785.302917866,31719.498614309,
741,SL1,"Silver Line SL1","Rapid Transit","Silver Line",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",1257.000000000,1441.000000000,
742,SL2,"Silver Line SL2","Rapid Transit","Silver Line",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",240.000000000,303.000000000,
751,SL4,"Silver Line SL4","Rapid Transit","Silver Line",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",1178.000000000,1375.000000000,
749,SL5,"Silver Line SL5","Rapid Transit","Silver Line",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",2118.000000000,2841.000000000,
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",29.000000000,32.000000000,.000000000
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",8.000000000,14.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",10.000000000,14.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",14.000000000,16.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",5.000000000,12.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",15.000000000,16.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",15.000000000,16.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",15.000000000,16.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",9.000000000,12.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",9.000000000,14.000000000,.000000000
CR-Providence,,"Providence/Stoughton Line","Commuter Rail",,"Commuter Rail",2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",12.000000000,14.000000000,.000000000
CR-Providence,,"Providence/Stoughton Line","Commuter Rail",,"Commuter Rail",2018-07-01,PEAK,"Headway / Schedule Adherence",.000000000,.000000000,.000000000
1,1,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",951.000000000,1181.000000000,
8,8,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",254.000000000,466.000000000,
9,9,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",367.000000000,444.000000000,
10,10,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",246.000000000,342.000000000,
11,11,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",275.000000000,392.000000000,
15,15,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",581.000000000,805.000000000,
16,16,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",211.000000000,341.000000000,
17,17,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",115.000000000,156.000000000,
21,21,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",92.000000000,155.000000000,
22,22,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",659.000000000,914.000000000,
23,23,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",686.000000000,994.000000000,
24,24,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",83.000000000,192.000000000,
26,26,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",59.000000000,91.000000000,
28,28,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",1103.000000000,1470.000000000,
30,30,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",107.000000000,140.000000000,
31,31,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",286.000000000,519.000000000,
32,32,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",626.000000000,841.000000000,
34,34,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",224.000000000,328.000000000,
34E,34E,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",328.000000000,583.000000000,
35,35,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",99.000000000,129.000000000,
36,36,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",364.000000000,472.000000000,
39,39,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",1188.000000000,1565.000000000,
40,40,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",70.000000000,87.000000000,
41,41,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",170.000000000,216.000000000,
42,42,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",128.000000000,184.000000000,
43,43,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",244.000000000,412.000000000,
44,44,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",134.000000000,334.000000000,
45,45,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",151.000000000,275.000000000,
47,47,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",211.000000000,353.000000000,
55,55,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",141.000000000,176.000000000,
57,57,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",821.000000000,962.000000000,
59,59,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",86.000000000,111.000000000,
60,60,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",218.000000000,255.000000000,
64,64,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",86.000000000,99.000000000,
66,66,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",812.000000000,1042.000000000,
69,69,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",159.000000000,234.000000000,
70,70,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",400.000000000,667.000000000,
71,71,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",366.000000000,497.000000000,
725,72/75,,"Limited Service","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",212.000000000,278.000000000,
73,73,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",413.000000000,547.000000000,
77,77,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",738.000000000,1029.000000000,
78,78,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",172.000000000,280.000000000,
80,80,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",170.000000000,211.000000000,
83,83,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",165.000000000,204.000000000,
86,86,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",191.000000000,296.000000000,
87,87,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",305.000000000,392.000000000,
88,88,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",325.000000000,382.000000000,
89,89,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",95.000000000,150.000000000,
90,90,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",28.000000000,66.000000000,
91,91,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",63.000000000,157.000000000,
93,93,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",73.000000000,170.000000000,
94,94,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",175.000000000,212.000000000,
95,95,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",61.000000000,115.000000000,
96,96,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",202.000000000,286.000000000,
97,97,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",81.000000000,100.000000000,
99,99,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",65.000000000,171.000000000,
100,100,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",103.000000000,154.000000000,
101,101,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",116.000000000,239.000000000,
104,104,,"Local Bus","Other Bus",Bus,2018-07-01,OFF_PEAK,"Headway / Schedule Adherence",49.000000000,251.000000000,
