gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
Red,,"Red Line","Rapid Transit","Red Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",108668.809649916,119305.376204578,
Red,,"Red Line","Rapid Transit","Red Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",103165.477927837,109968.226245670,
Orange,,"Orange Line","Rapid Transit","Orange Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",74870.527793081,79549.815644619,
Orange,,"Orange Line","Rapid Transit","Orange Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",87798.741602536,94625.324934758,
Green-B,B,"Green Line B","Rapid Transit","Green Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",10216.641645945,13087.681943486,
Green-B,B,"Green Line B","Rapid Transit","Green Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",6804.175438611,8845.793624424,
Green-C,C,"Green Line C","Rapid Transit","Green Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",13500.382676886,17291.943128643,
Green-C,C,"Green Line C","Rapid Transit","Green Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",10017.878424623,13079.317233369,
Green-D,D,"Green Line D","Rapid Transit","Green Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",13013.302201027,18041.271799452,
Green-D,D,"Green Line D","Rapid Transit","Green Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",9771.055758366,13760.806562587,
Green-E,E,"Green Line E","Rapid Transit","Green Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",15592.175000153,18786.875376066,
Green-E,E,"Green Line E","Rapid Transit","Green Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",19795.838642630,25134.291472687,
Blue,,"Blue Line","Rapid Transit","Blue Line",Rail,2018-11-01,PEAK,"Passenger Wait Time",27695.783580215,28858.932450312,
Blue,,"Blue Line","Rapid Transit","Blue Line",Rail,2018-11-01,OFF_PEAK,"Passenger Wait Time",39113.662561185,40825.519196106,
741,SL1,"Silver Line SL1","Rapid Transit","Silver Line",Bus,2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",1213.000000000,1425.000000000,
741,SL1,"Silver Line SL1","Rapid Transit","Silver Line",Bus,2018-11-01,PEAK,"Headway / Schedule Adherence",273.000000000,375.000000000,
742,SL2,"Silver Line SL2","Rapid Transit","Silver Line",Bus,2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",467.000000000,554.000000000,
742,SL2,"Silver Line SL2","Rapid Transit","Silver Line",Bus,2018-11-01,PEAK,"Headway / Schedule Adherence",326.000000000,390.000000000,
751,SL4,"Silver Line SL4","Rapid Transit","Silver Line",Bus,2018-11-01,PEAK,"Headway / Schedule Adherence",352.000000000,481.000000000,
751,SL4,"Silver Line SL4","Rapid Transit","Silver Line",Bus,2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",942.000000000,1243.000000000,
749,SL5,"Silver Line SL5","Rapid Transit","Silver Line",Bus,2018-11-01,PEAK,"Headway / Schedule Adherence",616.000000000,801.000000000,
749,SL5,"Silver Line SL5","Rapid Transit","Silver Line",Bus,2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",1567.000000000,2192.000000000,
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",9.000000000,9.000000000,.000000000
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",30.000000000,30.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",13.000000000,14.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",16.000000000,24.000000000,.000000000
CR-Worcester,,"Framingham/Worcester Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",30.000000000,33.000000000,.000000000
CR-Worcester,,"Framingham/Worcester Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",16.000000000,21.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",12.000000000,15.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",20.000000000,26.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",14.000000000,14.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",10.000000000,10.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",12.000000000,16.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",26.000000000,28.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",14.000000000,15.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",7.000000000,9.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",12.000000000,15.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",32.000000000,35.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",9.000000000,10.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",14.000000000,14.000000000,.000000000
CR-Needham,,"Needham Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",9.000000000,10.000000000,.000000000
CR-Needham,,"Needham Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",22.000000000,22.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",18.000000000,20.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",9.000000000,13.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-11-01,PEAK,"Headway / Schedule Adherence",8.000000000,10.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",18.000000000,24.000000000,.000000000
CR-Providence,,"Providence/Stoughton Line","Commuter Rail",,"Commuter Rail",2018-11-01,OFF_PEAK,"Headway / Schedule Adherence",15.000000000,18.000000000,.000000000
