gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
Red,,"Red Line","Rapid Transit","Red Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",72496.071241011,78031.927054323,
Red,,"Red Line","Rapid Transit","Red Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",91068.440041816,99681.233477974,
Orange,,"Orange Line","Rapid Transit","Orange Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",78795.297595501,81076.683806590,
Orange,,"Orange Line","Rapid Transit","Orange Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",99324.530411177,103554.715925263,
Green-B,B,"Green Line B","Rapid Transit","Green Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",20361.340429597,25340.238580771,
Green-B,B,"Green Line B","Rapid Transit","Green Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",10693.726639043,13578.418424301,
Green-C,C,"Green Line C","Rapid Transit","Green Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",21473.117776960,26732.907249030,
Green-C,C,"Green Line C","Rapid Transit","Green Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",13637.809967292,16911.265370235,
Green-D,D,"Green Line D","Rapid Transit","Green Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",22147.547876175,28912.681973078,
Green-D,D,"Green Line D","Rapid Transit","Green Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",15638.173700807,19164.474252857,
Green-E,E,"Green Line E","Rapid Transit","Green Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",18768.586116884,22920.806130295,
Green-E,E,"Green Line E","Rapid Transit","Green Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",29110.550680898,35293.214844546,
Blue,,"Blue Line","Rapid Transit","Blue Line",Rail,2018-03-01,OFF_PEAK,"Passenger Wait Time",34367.614239413,36058.997801486,
Blue,,"Blue Line","Rapid Transit","Blue Line",Rail,2018-03-01,PEAK,"Passenger Wait Time",20185.222645408,20734.527211988,
741,SL1,"Silver Line SL1","Rapid Transit","Silver Line",Bus,2018-03-01,PEAK,"Headway / Schedule Adherence",127.000000000,149.000000000,
741,SL1,"Silver Line SL1","Rapid Transit","Silver Line",Bus,2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",608.000000000,686.000000000,
742,SL2,"Silver Line SL2","Rapid Transit","Silver Line",Bus,2018-03-01,PEAK,"Headway / Schedule Adherence",175.000000000,201.000000000,
742,SL2,"Silver Line SL2","Rapid Transit","Silver Line",Bus,2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",225.000000000,249.000000000,
751,SL4,"Silver Line SL4","Rapid Transit","Silver Line",Bus,2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",1041.000000000,1367.000000000,
751,SL4,"Silver Line SL4","Rapid Transit","Silver Line",Bus,2018-03-01,PEAK,"Headway / Schedule Adherence",359.000000000,494.000000000,
749,SL5,"Silver Line SL5","Rapid Transit","Silver Line",Bus,2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",1421.000000000,1868.000000000,
749,SL5,"Silver Line SL5","Rapid Transit","Silver Line",Bus,2018-03-01,PEAK,"Headway / Schedule Adherence",577.000000000,786.000000000,
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",8.000000000,9.000000000,.000000000
CR-Fairmount,,"Fairmount Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",28.000000000,28.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",11.000000000,14.000000000,.000000000
CR-Fitchburg,,"Fitchburg Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",23.000000000,24.000000000,.000000000
CR-Worcester,,"Framingham/Worcester Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",33.000000000,34.000000000,.000000000
CR-Worcester,,"Framingham/Worcester Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",17.000000000,21.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",15.000000000,15.000000000,.000000000
CR-Franklin,,"Franklin Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",26.000000000,26.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",14.000000000,14.000000000,.000000000
CR-Greenbush,,"Greenbush Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",10.000000000,10.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",14.000000000,16.000000000,.000000000
CR-Haverhill,,"Haverhill Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",24.000000000,28.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",9.000000000,9.000000000,.000000000
CR-Kingston,,"Kingston/Plymouth Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",15.000000000,15.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",10.000000000,15.000000000,.000000000
CR-Lowell,,"Lowell Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",32.000000000,35.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",13.000000000,14.000000000,.000000000
CR-Middleborough,,"Middleborough/Lakeville Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",10.000000000,10.000000000,.000000000
CR-Needham,,"Needham Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",10.000000000,10.000000000,.000000000
CR-Needham,,"Needham Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",20.000000000,22.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",13.000000000,13.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",24.000000000,24.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",19.000000000,20.000000000,.000000000
CR-Newburyport,,"Newburyport/Rockport Line","Commuter Rail",,"Commuter Rail",2018-03-01,PEAK,"Headway / Schedule Adherence",7.000000000,10.000000000,.000000000
CR-Providence,,"Providence/Stoughton Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",30.000000000,30.000000000,.000000000
CR-Providence,,"Providence/Stoughton Line","Commuter Rail",,"Commuter Rail",2018-03-01,OFF_PEAK,"Headway / Schedule Adherence",19.000000000,19.000000000,.000000000
